state,name,type,is_blf,company,district,scale_hectares,decision_maker,phone,phone_raw,is_mobile,email,hq_city,hq_address,status,tier,tech_score,score_signals,disqualification_reason,primary_channel,available_channels,engagement_hook
Assam,MONABARIE,Organized Estate,No,McLeod Russel India Limited,Biswanath,Organized Plantation,,,,No,,Kolkata,"Four Mangoe Lane, Surendra Mohan Ghosh Sarani, Kolkata 700001",Disqualified,Disqualified,3,No email listed (paper-dominant) | Kolkata HQ,Conglomerate keyword match (MCLEOD RUSSEL),1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Monabarie, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Biswanath tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,MIJICAJAN,Organized Estate,No,McLeod Russel India Limited,Biswanath,Organized Plantation,,,,No,,Kolkata,"Four Mangoe Lane, Surendra Mohan Ghosh Sarani, Kolkata 700001",Disqualified,Disqualified,3,No email listed (paper-dominant) | Kolkata HQ,Conglomerate keyword match (MCLEOD RUSSEL),1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Mijicajan, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Biswanath tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,NEWPURUPBARI,Organized Estate,No,NEWPURUPBARI,Biswanath,Organized Plantation,,,,No,,Biswanath,"Biswanath, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Newpurupbari, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Biswanath tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,NIRMALA T.E,Organized Estate,No,NIRMALA T.E,Biswanath,Organized Plantation,,,,No,,Biswanath,"Biswanath, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Nirmala T.E, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Biswanath tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,NYA GOGRA T.E,Organized Estate,No,McLeod Russel India Limited,Biswanath,Organized Plantation,,,,No,,Kolkata,"Four Mangoe Lane, Surendra Mohan Ghosh Sarani, Kolkata 700001",Disqualified,Disqualified,3,No email listed (paper-dominant) | Kolkata HQ,Conglomerate keyword match (MCLEOD RUSSEL),1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Nya Gogra T.E, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Biswanath tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,PERTABGHUR TEA ESTATE,Organized Estate,No,McLeod Russel India Limited,Biswanath,Organized Plantation,,,,No,,Kolkata,"Four Mangoe Lane, Surendra Mohan Ghosh Sarani, Kolkata 700001",Disqualified,Disqualified,3,No email listed (paper-dominant) | Kolkata HQ,Conglomerate keyword match (MCLEOD RUSSEL),1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Pertabghur Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Biswanath tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,TEZALPATTY TEA ESTATE,Organized Estate,No,TEZALPATTY TEA ESTATE,Biswanath,Organized Plantation,,,,No,,Biswanath,"Biswanath, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Tezalpatty Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Biswanath tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,SRILA TE,Organized Estate,No,SRILA TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Srila Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,SUBONG TEA(PRITHVI TEA CO PVT LTD),Organized Estate,No,SUBONG TEA(PRITHVI TEA CO PVT LTD),Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Subong Tea(Prithvi Tea Co Pvt Ltd), what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,PATHECHERRA TEA ESTATE,Organized Estate,No,PATHECHERRA TEA ESTATE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Pathecherra Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,PALLORBUND,Organized Estate,No,PALLORBUND,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Pallorbund, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,RUKNI TE,Organized Estate,No,RUKNI TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Rukni Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,ROSEKANDY TE,Organized Estate,No,ROSEKANDY TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Rosekandy Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,RUTTONPORE TE,Organized Estate,No,RUTTONPORE TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Ruttonpore Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,RAHMAN NAGAR,Organized Estate,No,RAHMAN NAGAR,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Rahman Nagar, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,RAMPORE TE,Organized Estate,No,RAMPORE TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Rampore Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,POLOI TE,Organized Estate,No,POLOI TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Poloi Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,URRUNABUND TE,Organized Estate,No,URRUNABUND TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Urrunabund Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,WEST JALINGA TE,Organized Estate,No,WEST JALINGA TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at West Jalinga Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,SILCURI,Organized Estate,No,SILCURI,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Silcuri, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,HILARA TE,Organized Estate,No,HILARA TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Hilara Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,IRINGMARA TEA ESTATE,Organized Estate,No,IRINGMARA TEA ESTATE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Iringmara Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,INDRAGARH TE,Organized Estate,No,INDRAGARH TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Indragarh Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,JATINGA VALLEY TE,Organized Estate,No,JATINGA VALLEY TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Jatinga Valley Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,JELLALPORE TEA ESTATE,Organized Estate,No,JELLALPORE TEA ESTATE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Jellalpore Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,JHIRIGHAT TE,Organized Estate,No,JHIRIGHAT TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Jhirighat Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,MONIIERKHAL TE,Organized Estate,No,MONIIERKHAL TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Moniierkhal Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,HATTICHERRA TE,Organized Estate,No,HATTICHERRA TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Hatticherra Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,DWARBUND TE,Organized Estate,No,DWARBUND TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Dwarbund Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,DILKHOOSH TE,Organized Estate,No,DILKHOOSH TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Dilkhoosh Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,DOOLOOGRAM TE,Organized Estate,No,DOOLOOGRAM TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Dooloogram Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,DOLOO TE,Organized Estate,No,DOLOO TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Doloo Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,MADOORA TE,Organized Estate,No,MADOORA TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Madoora Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
Assam,MARTYCHERRA TE,Organized Estate,No,MARTYCHERRA TE,Cachar,Organized Plantation,,,,No,,Cachar,"Cachar, Assam",Uncertain / Backlog,Tier 3,2,No email listed (paper-dominant),Low signal density,1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar,

When green leaf trucks move from field divisions to the factory at Martycherra Te, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Cachar tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
