state,name,type,is_blf,company,district,scale_hectares,decision_maker,phone,phone_raw,is_mobile,email,hq_city,hq_address,status,tier,tech_score,score_signals,disqualification_reason,primary_channel,available_channels,engagement_hook
West Bengal,ENGO TEA ESTATE,Organized Estate,No,ENGO TRADING & TEA CO.(P),Jalpaiguri,109.1,MR ASHOK KUMAR BHUWALKA,033 3029 5000,033 3029 5000,No,engotea2008@gmail.com,Kolkata,"FLOOR, FLAT NO.5A, Engo Tea Co. Ltd., 12, 5TH, Pretoria St, Kolkata, West Bengal 700071",Qualified,Tier 1 (High Leakage / Paper Priority),8,Consumer/ISP email (@gmail.com) | Mid-tier acreage sweet spot (109.1 Ha) | Kolkata HQ,,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Ashok-ji,

When green leaf trucks move from field divisions to the factory at Engo Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,GOOD HOPE TEA ESTATE,Organized Estate,No,DIANA TEA CO. LTD.,Jalpaiguri,418.3,MR. MONOJ AGARWAL,033 2248 8672,033 2248 8672,No,,Kolkata,"4th Floor, Diana Tea Company Limited, SIR RNM House, 3/B, Lal Bazar St, Lal Bazar, Kolkata, West Bengal 700001",Disqualified,Disqualified,3,No email listed (paper-dominant) | Kolkata HQ,Conglomerate keyword match (DIANA TEA),1-Page Postal Letter,1-Page Postal Dispatch,"Namaskar Monoj-ji,

When green leaf trucks move from field divisions to the factory at Good Hope Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,GOPALPUR TEA ESTATE,Organized Estate,No,THE GOPALPUR TEA COMPANY LIMITED,Jalpaiguri,510.3,SHRI NATHMAL MAHESWARI,033 2229 1684,033 2229 1684,No,gopal_tea@bsnl.in,Kolkata,"THE GOPALPUR TEA CO. LTD., 3rd Floor, Suite No.12, 30 Chowringhee Road, Kolkata, West Bengal 700013",Disqualified,Disqualified,3,Consumer/ISP email (@bsnl.in) | Large enterprise acreage (510.3 Ha) | Kolkata HQ,Public limited company,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Nathmal-ji,

When green leaf trucks move from field divisions to the factory at Gopalpur Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,GURJANGJHORA TEA ESTATE,Organized Estate,No,GURJANGJHORA TEA &,Jalpaiguri,268.8,MR.S.SAHA,9641404338,9641404338,Yes,kalyanigroupho@rediffmail.com,Kolkata,"Gurjang Jhora Tea Garden, West Bengal",Qualified,Tier 1 (High Leakage / Paper Priority),8,Consumer/ISP email (@rediffmail.com) | Mid-tier acreage sweet spot (268.8 Ha) | Kolkata HQ,,WhatsApp / Phone,WhatsApp / Call + 1-Page Postal Dispatch + Email,"Namaskar S.Saha-ji,

When green leaf trucks move from field divisions to the factory at Gurjangjhora Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,INDONG TEA ESTATE,Organized Estate,No,INDONG TEA CO. PVT. LTD.,Jalpaiguri,483.8,MR. DEVVRAT GUPTA,033 4006 3601,033 4006 3601,No,devvrat61@sifi.com,Kolkata,"Indong Tea Company Limited, Sikkim Commerce House, 4/1, Middleton St, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071",Qualified,Tier 2 (Qualified Independent),5,Consumer/ISP email (@sifi.com) | Kolkata HQ,,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Devvrat-ji,

When green leaf trucks move from field divisions to the factory at Indong Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,JOGESH CHANDRA TEA ESTATE,Organized Estate,No,MALHATI TEA AND INDS. LTD.,Jalpaiguri,463.5,MR.NARENDRA BARELIA,9733473975,9733473975,Yes,,Siliguri,"PMG6+3VP Malhati Division, Jogesh Chandra Tea Garden, West Bengal 735218",Disqualified,Disqualified,5,No email listed (paper-dominant) | Siliguri HQ (local operating hub),Public limited company,WhatsApp / Phone,WhatsApp / Call + 1-Page Postal Dispatch,"Namaskar Narendra-ji,

When green leaf trucks move from field divisions to the factory at Jogesh Chandra Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,KAILASHPUR TEA ESTATE,Organized Estate,No,THE FRIENDS TEA COMPANY LTD. MR. RANJIT BALOW,Jalpaiguri,294.5,UILDING,7797802384,7797802384,Yes,kpte.jal@gmail.com,Jalpaiguri,"HJMH+7Q5 Praakritik Tea Industries Pvt Ltd, Patkata Colony, Denguajhar, Jalpaiguri, West Bengal 735133",Disqualified,Disqualified,8,Consumer/ISP email (@gmail.com) | Mid-tier acreage sweet spot (294.5 Ha) | Jalpaiguri HQ,Public limited company,WhatsApp / Phone,WhatsApp / Call + 1-Page Postal Dispatch + Email,"Namaskar Uilding-ji,

When green leaf trucks move from field divisions to the factory at Kailashpur Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,KILLCOTT,Organized Estate,No,DUNCANS INDUSTRIES LIMITED,Jalpaiguri,431.2,DUNCANS INDUSTRIES LIMITED,033 2242 1605,033 2242 1605,No,killtg@duncans-tea.com,Jalpaiguri,"4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",Disqualified,Disqualified,2,Custom domain (@duncans-tea.com) | Jalpaiguri HQ,Conglomerate keyword match (DUNCANS),1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Duncans-ji,

When green leaf trucks move from field divisions to the factory at Killcott, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,LEESH RIVER TEAGARDEN,Organized Estate,No,GOODRICKE GROUP LIMITED,Jalpaiguri,634.6,MR A N SINGH,033 2287 3067,033 2287 3067,No,leesh@goodricke.com,Kolkata,"Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019",Disqualified,Disqualified,0,Custom domain (@goodricke.com) | Large enterprise acreage (634.6 Ha) | Kolkata HQ,Conglomerate keyword match (GOODRICKE),1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar A-ji,

When green leaf trucks move from field divisions to the factory at Leesh River Teagarden, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,MALNADY TEA ESTATE,Organized Estate,No,"MALNADY TEA ESTATE PVT. LTD., MALNADY TEA ESTATE PVT. LTD.,",Jalpaiguri,97.7,"ESTATE PVT, LTD.,",03434339664,03434339664,No,malnady.te@gmail.com,Siliguri,"2ND FLOOR, Malnady Tea Garden office, Gopal Bhawan, Church Rd, Ward 10, Janta Nagar, Siliguri, West Bengal 734001",Qualified,Tier 1 (High Leakage / Paper Priority),10,Consumer/ISP email (@gmail.com) | Mid-tier acreage sweet spot (97.7 Ha) | Siliguri HQ (local operating hub),,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Estate-ji,

When green leaf trucks move from field divisions to the factory at Malnady Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,MANABARRIE,Organized Estate,No,TODI TEA CO. LTD.,Jalpaiguri,292.0,N. P. TODI,03562-250061,03562-250061,No,manabarite@indiatimes.com,Kolkata,"Todi Tea Company, 114, Rabindra Sarani, Malapara, Santoshpur, Jorabagan, Kolkata, West Bengal 700007",Disqualified,Disqualified,8,Consumer/ISP email (@indiatimes.com) | Mid-tier acreage sweet spot (292.0 Ha) | Kolkata HQ,Public limited company,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar N.-ji,

When green leaf trucks move from field divisions to the factory at Manabarrie, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,MATELLI TEA ESTATE,Organized Estate,No,LUXMI TEA COMPANY LIMITED,Jalpaiguri,730.1,LUXMI TEA COMPANY LIMITED,033 2248 4437,033 2248 4437,No,matelliteaestate@gmail.com,Kolkata,"Luxmi Tea Company Private Limited, 17, RN Mukherjee Rd, B.B.D. Bagh, Kolkata, West Bengal 700001",Disqualified,Disqualified,3,Consumer/ISP email (@gmail.com) | Large enterprise acreage (730.1 Ha) | Kolkata HQ,Conglomerate keyword match (LUXMI TEA),1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Luxmi-ji,

When green leaf trucks move from field divisions to the factory at Matelli Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,MEENGLAS TEA GARDEN,Organized Estate,No,GOODRICKE GROUP LIMITED,Jalpaiguri,617.8,MR A.N.SINGH,033 2287 3067,033 2287 3067,No,meen@goodricke.com,Kolkata,"Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019",Disqualified,Disqualified,0,Custom domain (@goodricke.com) | Large enterprise acreage (617.8 Ha) | Kolkata HQ,Conglomerate keyword match (GOODRICKE),1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar A.N.Singh-ji,

When green leaf trucks move from field divisions to the factory at Meenglas Tea Garden, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,NAGAISUREE,Organized Estate,No,DUNCANS INDUSTRIES LIMITED,Jalpaiguri,630.0,MR M.GURBAXANI,033 2242 1605,033 2242 1605,No,nagtg@ducans-tea.com,Kolkata,"4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",Disqualified,Disqualified,0,Custom domain (@ducans-tea.com) | Large enterprise acreage (630.0 Ha) | Kolkata HQ,Conglomerate keyword match (DUNCANS),1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar M.Gurbaxani-ji,

When green leaf trucks move from field divisions to the factory at Nagaisuree, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,NEDAM TEA ESTATE,Organized Estate,No,NORTHERN BENGAL TEA,Jalpaiguri,255.8,ANAND AGARWAL,03561 230 733,03561 230 733,No,nbtcl@rediffmail.com,Jalpaiguri,"Atiabari Building, Kadamtalla, Northern Bengal Tea Corporation Limited, Jalpaiguri, West Bengal 735101",Qualified,Tier 1 (High Leakage / Paper Priority),8,Consumer/ISP email (@rediffmail.com) | Mid-tier acreage sweet spot (255.8 Ha) | Jalpaiguri HQ,,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Anand-ji,

When green leaf trucks move from field divisions to the factory at Nedam Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,NEPUCHAPUR TEA ESTATE,Organized Estate,No,DIPALI DASGUPTA,Jalpaiguri,296.4,MR. RAJA RAY,03562240324,03562240324,No,raja.ray@nepuchapurtea.com,Kolkata,"Dipali Dasgupta Bari, 61, Patwari Para Rd, Patwari Para, Haltu, Kolkata, West Bengal 700075",Qualified,Tier 2 (Qualified Independent),5,Custom domain (@nepuchapurtea.com) | Mid-tier acreage sweet spot (296.4 Ha) | Kolkata HQ,,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Raja-ji,

When green leaf trucks move from field divisions to the factory at Nepuchapur Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,NEW GLENCO TEA ESTATE,Organized Estate,No,SOONGACHI TEA INDUSTRIES (P) LTD,Jalpaiguri,349.8,S.K.SARIA,03532510831,03532510831,No,soongachi@gmail.com,Siliguri,"Soongachi Tea !! BEST TEA SUPPLIERS IN SILIGURI !! BEST TEA MANUFACTURER IN SILIGURI !! BEST TEA WHOLESALER IN SILIGURI, Arjun Enclave C & E Block 1st Floor, Tea Auction Rd, Green Park Colony, Siliguri, West Bengal 734003",Qualified,Tier 1 (High Leakage / Paper Priority),10,Consumer/ISP email (@gmail.com) | Mid-tier acreage sweet spot (349.8 Ha) | Siliguri HQ (local operating hub),,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar S.K.Saria-ji,

When green leaf trucks move from field divisions to the factory at New Glenco Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,OODLABARI TEA ESTATE,Organized Estate,No,SHRI AJOY KUMAR NAHATA,Jalpaiguri,484.2,NOT APPLICABLE,033 2248 1101,033 2248 1101,No,oodlabariteagarden@hotmail.co,Kolkata,"Oodlabari, RN Mukherjee Rd, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700001",Uncertain / Backlog,Tier 3,2,Custom domain (@hotmail.co) | Kolkata HQ,Low signal density,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar Not-ji,

When green leaf trucks move from field divisions to the factory at Oodlabari Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,PUTHARJHORA TEA ESTATE,Organized Estate,No,PUTHARJHORA TEA GARDEN,Jalpaiguri,369.4,MR. K.C.AGARWAL,934079907,934079907,No,tpiptg@gmail.com,Kolkata,"Putharjhora organic tea garden,factory, TEA GARDEN FACTORY LINE, Patharjhora Tea Garden, West Bengal 735231",Qualified,Tier 2 (Qualified Independent),5,Consumer/ISP email (@gmail.com) | Kolkata HQ,,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar K.C.Agarwal-ji,

When green leaf trucks move from field divisions to the factory at Putharjhora Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
West Bengal,RAJA TEA ESTATE,Organized Estate,No,ABHIJIT TEA CO.(P) LTD.,Jalpaiguri,417.7,MR.V.D.DUA,03562255023,03562255023,No,teraitea@gmail.com,Siliguri,"Deesha Trade Endeavours P. Ltd., 195, Sukanta Sarani, opp. Bsnl Residential Complex, New Milanpally, Saktigarh, Siliguri, West Bengal 734005",Qualified,Tier 1 (High Leakage / Paper Priority),7,Consumer/ISP email (@gmail.com) | Siliguri HQ (local operating hub),,1-Page Postal Letter,1-Page Postal Dispatch + Email,"Namaskar V.D.Dua-ji,

When green leaf trucks move from field divisions to the factory at Raja Tea Estate, what percentage difference are you typically seeing between the field scale and factory weighbridge?

Most independent estates in Jalpaiguri tell us they only catch leaf discrepancies and proxy hazira 10 to 14 days later when the fortnightly muster roll reaches the office.

Are you able to see your daily leaf reconciliation and worker count on your phone before the evening shift, or is your team still compiling it on paper?"
